id,latitude,longitude,outage,estCustAffected,lastUpdateTime,hazardFlag,region,cause,crewCurrentStatus,outage_url,currentEtor,autoEtor
1571772021:676894,39.20575,-123.71582,676894,1,1571770342,0,Albion,Unknown - PG&E will be assessing the cause.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676894,1571784300,1571784300
1571772021:676647,39.48782,-120.85717,676647,83,1571763944,0,Alleghany,PG&E is investigating the cause of your outage.,PG&E is assessing the cause at the outage location.,https://pge-outages.simonwillison.net/pge-outages/outage/676647,1571774400,1571774400
1571772021:676429,35.19195,-120.45652,676429,37,1571770979,0,Arroyo Grande,Our preliminary determination is that your outage was caused by an equipment issue.,PG&E is assessing the cause at the outage location.,https://pge-outages.simonwillison.net/pge-outages/outage/676429,1571785200,
1571772021:676681,38.01369,-121.61918,676681,12,1571759979,0,Bethel Island,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676681,1571785200,
1571772021:676613,37.09485,-122.14436,676613,3,1571762106,0,Bonny Doon,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676613,1571788800,
1571772021:676791,37.22229,-122.14464,676791,21,1571762780,0,Boulder Creek,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676791,1571774400,
1571772021:676700,35.90432,-120.97977,676700,2,1571761805,0,Bradley,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676700,1571785200,
1571772021:676626,37.1033,-122.08582,676626,36,1571761649,0,Brookdale,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676626,1571790600,
1571772021:676618,37.7886,-121.61863,676618,7,1571753948,0,Byron,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676618,1571788800,
1571772021:676898,35.55013,-121.08582,676898,9,1571770517,0,Cambria,Unknown - PG&E will be assessing the cause.,PG&E assessment crew is en route to the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676898,1571782500,1571782500
1571772021:676904,36.97319,-121.95858,676904,1,1571771401,0,Capitola,Unknown - PG&E will be assessing the cause.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676904,1571783400,1571783400
1571772021:675022,40.07645,-121.16152,675022,1,1571706127,0,Caribou,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/675022,1571788800,
1571772021:676855,36.56632,-121.91895,676855,1,1571766785,1,Carmel,Unknown - PG&E will be assessing the cause.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676855,1571777100,1571777100
1571772021:676874,37.70103,-122.07854,676874,1,1571769540,1,Castro Valley,Unknown - PG&E will be assessing the cause.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676874,1571779800,1571779800
1571772021:676752,37.70534,-122.09958,676752,1,1571761757,0,Castro Valley,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676752,1571785200,
1571772021:676878,37.68144,-122.10073,676878,1,1571770862,1,Cherryland,Unknown - PG&E will be assessing the cause.,PG&E assessment crew is en route to the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676878,1571780700,1571780700
1571772021:676797,38.97416,-122.61703,676797,2,1571768105,0,Clearlake,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676797,1571781600,
1571772021:676781,36.82309,-119.61049,676781,3,1571770835,0,Clovis,Unknown - PG&E will be assessing the cause.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676781,1571781600,
1571772021:676773,36.81918,-119.61022,676773,12,1571762270,0,Clovis,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676773,1571781600,
1571772021:676852,37.007,-119.55565,676852,2,1571766413,0,Clovis,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676852,1571774400,
1571772021:676899,37.00976,-119.55884,676899,1,1571770391,0,Clovis,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676899,1571778000,
1571772021:676836,36.81738,-119.61028,676836,18,1571765563,0,Clovis,Unknown - PG&E will be assessing the cause.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676836,1571775300,1571775300
1571772021:676717,39.03792,-120.98767,676717,2,1571760667,0,Colfax,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676717,1571788800,
1571772021:676611,39.1276,-120.9386,676611,1,1571753188,0,Colfax,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676611,1571785200,
1571772021:676610,39.12765,-120.93869,676610,28,1571761688,0,Colfax,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676610,1571785200,
1571772021:676680,35.5342,-120.52643,676680,1,1571770564,1,Creston,Unknown - PG&E will be assessing the cause.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676680,1571788500,
1571772021:676818,37.8191,-122.00613,676818,124,1571771768,0,Danville,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676818,1571781600,
1571772021:676665,38.55306,-122.45675,676665,37,1571759457,0,Deer Park,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676665,1571788800,
1571772021:645873,38.44571,-121.7909,645873,2,1571761506,0,Dixon,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/645873,1572033600,
1571772021:676885,38.59719,-120.81026,676885,1,1571770697,1,El Dorado,Unknown - PG&E will be assessing the cause.,PG&E assessment crew is en route to the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676885,1571779800,1571779800
1571772021:676786,38.29464,-122.47805,676786,9,1571762519,0,El Verano,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676786,1571779800,
1571772021:676558,39.59338,-122.54437,676558,327,1571771116,0,Elk Creek,Our preliminary determination is that your outage was caused by a car that hit a pole.,PG&E is sending a repair crew to the outage location.,https://pge-outages.simonwillison.net/pge-outages/outage/676558,1571781600,
1571772021:676794,37.83187,-122.2779,676794,92,1571763313,0,Emeryville,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676794,1571788800,
1571772021:676875,37.98252,-122.59688,676875,1,1571769551,1,Fairfax,Unknown - PG&E will be assessing the cause.,PG&E assessment crew is en route to the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676875,1571778900,1571778900
1571772021:676903,37.04776,-122.07634,676903,1,1571771442,1,Felton,Unknown - PG&E will be assessing the cause.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676903,1571787900,1571787900
1571772021:676896,37.05303,-122.07509,676896,7,1571771432,1,Felton,Unknown - PG&E will be assessing the cause.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676896,1571787000,1571787000
1571772021:676617,40.44834,-124.26697,676617,8,1571753776,0,Ferndale,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676617,1571788800,
1571772021:676877,39.01483,-120.84638,676877,3,1571770557,0,Foresthill,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676877,1571778000,
1571772021:676761,37.51924,-121.97627,676761,40,1571762123,0,Fremont,Our preliminary determination is that your outage was caused by scheduled maintenance work.,PG&E repair crew is on-site working to restore power.,https://pge-outages.simonwillison.net/pge-outages/outage/676761,1571778000,
1571772021:676834,37.52628,-121.97242,676834,1,1571769926,1,Fremont,PG&E is investigating the cause of your outage.,PG&E is assessing the cause at the outage location.,https://pge-outages.simonwillison.net/pge-outages/outage/676834,1571776200,1571776200
1571772021:676907,36.75953,-119.81024,676907,65,1571771698,0,Fresno,Unknown - PG&E will be assessing the cause.,PG&E has assigned a crew to assess the outage.,https://pge-outages.simonwillison.net/pge-outages/outage/676907,1571778000,1571778000
